time,open,high,low,close,tick_volume,spread,real_volume
1998-04-27 00:00:00,2.5645,2.5932,2.5644,2.5888999999999998,333,200,0
1998-04-28 00:00:00,2.5822000000000003,2.6024000000000003,2.5761,2.5892,457,200,0
1998-04-29 00:00:00,2.589,2.5935,2.5637,2.5772,479,200,0
1998-04-30 00:00:00,2.5728999999999997,2.5776,2.5573,2.5737,399,200,0
1998-05-01 00:00:00,2.5737,2.5747999999999998,2.5422000000000002,2.5679,595,200,0
1998-05-04 00:00:00,2.5591,2.5904,2.5591,2.5769,449,200,0
1998-05-05 00:00:00,2.5966,2.6035,2.5833,2.6005000000000003,366,200,0
1998-05-06 00:00:00,2.5937,2.6116,2.5843,2.6073,411,200,0
1998-05-07 00:00:00,2.6055,2.6179,2.5787,2.5949999999999998,680,200,0
1998-05-08 00:00:00,2.5947,2.5975,2.5669,2.5735,401,200,0
1998-05-11 00:00:00,2.5854,2.5964,2.5489,2.5625999999999998,723,200,0
1998-05-12 00:00:00,2.5625,2.5916,2.5556,2.5806,540,200,0
1998-05-13 00:00:00,2.5761,2.6142,2.5755,2.5877,659,200,0
1998-05-14 00:00:00,2.5907,2.6047000000000002,2.5807,2.5883000000000003,457,200,0
1998-05-15 00:00:00,2.5907,2.6182,2.5838,2.5916,680,200,0
1998-05-18 00:00:00,2.5985,2.6282,2.5907,2.5921,687,200,0
1998-05-19 00:00:00,2.5968999999999998,2.6137,2.5893,2.6046,412,200,0
1998-05-20 00:00:00,2.6071,2.6204,2.5928,2.6104000000000003,520,200,0
1998-05-21 00:00:00,2.6033,2.6123,2.5682,2.5744,594,200,0
1998-05-22 00:00:00,2.5733,2.6023,2.5685000000000002,2.602,390,200,0
1998-05-25 00:00:00,2.608,2.6121,2.5879,2.6024000000000003,429,200,0
1998-05-26 00:00:00,2.5991,2.6358,2.5983,2.6339,403,200,0
1998-05-27 00:00:00,2.636,2.6567,2.6193,2.6277,666,200,0
1998-05-28 00:00:00,2.6269,2.6322,2.6098,2.6132999999999997,313,200,0
1998-05-29 00:00:00,2.6151,2.6214,2.5928,2.6182,542,200,0
1998-06-01 00:00:00,2.6188000000000002,2.6714,2.6093,2.6699,732,200,0
1998-06-02 00:00:00,2.6653000000000002,2.6813000000000002,2.6473,2.6489000000000003,517,200,0
1998-06-03 00:00:00,2.6527,2.6902,2.6451000000000002,2.6902,528,200,0
1998-06-04 00:00:00,2.6875999999999998,2.7028,2.6672000000000002,2.6837999999999997,675,200,0
1998-06-05 00:00:00,2.6844,2.729,2.6803,2.7168,651,200,0
1998-06-08 00:00:00,2.7112,2.7401999999999997,2.7106,2.7273,432,200,0
1998-06-09 00:00:00,2.7326,2.7645999999999997,2.7151,2.7588,729,200,0
1998-06-10 00:00:00,2.7631,2.8182,2.7609,2.7724,1054,200,0
1998-06-11 00:00:00,2.7759,2.7838000000000003,2.7411,2.7772,842,200,0
1998-06-12 00:00:00,2.7786,2.7922000000000002,2.7304,2.7800000000000002,1223,200,0
1998-06-15 00:00:00,2.7838000000000003,2.7918,2.7656,2.7749,436,200,0
1998-06-16 00:00:00,2.7953,2.823,2.7698,2.7798,910,200,0
1998-06-17 00:00:00,2.7795,2.806,2.6776999999999997,2.713,1902,200,0
1998-06-18 00:00:00,2.7247,2.7613,2.7039999999999997,2.7471,923,200,0
1998-06-19 00:00:00,2.7507,2.7507,2.6646,2.695,1166,200,0
1998-06-22 00:00:00,2.7427,2.7598000000000003,2.7288,2.7481999999999998,566,200,0
1998-06-23 00:00:00,2.7495000000000003,2.7583,2.7293,2.7413,499,200,0
1998-06-24 00:00:00,2.748,2.7615,2.7172,2.7577,790,200,0
1998-06-25 00:00:00,2.7707,2.7828,2.7439,2.7528,600,200,0
1998-06-26 00:00:00,2.7561,2.7758000000000003,2.7362,2.7456,688,200,0
1998-06-29 00:00:00,2.7645999999999997,2.7707,2.7241,2.7432,719,200,0
1998-06-30 00:00:00,2.7508,2.755,2.6842,2.6852,761,200,0
1998-07-01 00:00:00,2.6906,2.6963,2.6687,2.6712,359,200,0
1998-07-02 00:00:00,2.6734999999999998,2.7115,2.6675,2.6975,641,200,0
1998-07-03 00:00:00,2.6964,2.7061,2.6591,2.6659,636,200,0
1998-07-06 00:00:00,2.6827,2.686,2.656,2.6615,389,200,0
1998-07-07 00:00:00,2.6639,2.67,2.6318,2.635,476,200,0
1998-07-08 00:00:00,2.6551,2.6601,2.6466,2.65,220,200,0
1998-07-09 00:00:00,2.6522,2.6671,2.6452,2.6648,313,200,0
1998-07-10 00:00:00,2.6681,2.6681,2.6454,2.6479,253,200,0
1998-07-13 00:00:00,2.6875999999999998,2.6938,2.6475999999999997,2.6584,633,200,0
1998-07-14 00:00:00,2.6595,2.6654,2.6129,2.6203,659,200,0
1998-07-15 00:00:00,2.6246,2.6389,2.6112,2.6221,530,200,0
1998-07-16 00:00:00,2.6267,2.6326,2.5801,2.5972,756,200,0
1998-07-17 00:00:00,2.5998,2.6248,2.5875,2.6197,548,200,0
1998-07-20 00:00:00,2.6294,2.6351,2.6048,2.6131,444,200,0
1998-07-21 00:00:00,2.6151999999999997,2.6298,2.6094,2.6254999999999997,306,200,0
1998-07-22 00:00:00,2.6248,2.6467,2.6181,2.6412,409,200,0
1998-07-23 00:00:00,2.6423,2.6733000000000002,2.6349,2.6593,599,200,0
1998-07-24 00:00:00,2.659,2.6941,2.6504,2.6903,562,200,0
1998-07-27 00:00:00,2.6963,2.7278000000000002,2.6928,2.7164,500,200,0
1998-07-28 00:00:00,2.7168,2.7282,2.6805,2.6818,605,200,0
1998-07-29 00:00:00,2.6825,2.7036,2.6637,2.6717,691,200,0
1998-07-30 00:00:00,2.6787,2.692,2.6605,2.6861,557,200,0
1998-07-31 00:00:00,2.6852,2.7034000000000002,2.6696999999999997,2.6962,565,200,0
1998-08-03 00:00:00,2.6959999999999997,2.7082,2.6848,2.7012,417,200,0
1998-08-04 00:00:00,2.7,2.7105,2.6818999999999997,2.7053000000000003,520,200,0
1998-08-05 00:00:00,2.7039999999999997,2.7109,2.6784,2.6888,499,200,0
1998-08-06 00:00:00,2.6842,2.7126,2.6833,2.7005,424,200,0
1998-08-07 00:00:00,2.7014,2.732,2.6945,2.7157999999999998,607,200,0
1998-08-10 00:00:00,2.7119999999999997,2.737,2.7119999999999997,2.7325,296,200,0
1998-08-11 00:00:00,2.7363,2.7586,2.7317,2.7423,479,200,0
1998-08-12 00:00:00,2.741,2.7455,2.7128,2.7389,634,200,0
1998-08-13 00:00:00,2.7343,2.7591,2.7134,2.7243,815,200,0
1998-08-14 00:00:00,2.7211,2.7326,2.707,2.7279999999999998,444,200,0
1998-08-17 00:00:00,2.727,2.7367,2.7194000000000003,2.7301,316,200,0
1998-08-18 00:00:00,2.731,2.7496,2.7066,2.7105,656,200,0
1998-08-19 00:00:00,2.7117,2.7523,2.7011,2.7464,678,200,0
1998-08-20 00:00:00,2.7499000000000002,2.7817,2.7395,2.7744,600,200,0
