time,open,high,low,close,tick_volume,spread,real_volume
2018-04-17 00:00:00,0.2555,0.288,0.248,0.2548,0,0,0
2018-04-18 00:00:00,0.2548,0.2596,0.2398,0.2593,0,0,0
2018-04-19 00:00:00,0.2593,0.275,0.2578,0.2693,0,0,0
2018-04-20 00:00:00,0.2687,0.2983,0.2665,0.2948,0,0,0
2018-04-21 00:00:00,0.2947,0.307,0.2651,0.2799,0,0,0
2018-04-22 00:00:00,0.2799,0.2973,0.2759,0.288,0,0,0
2018-04-23 00:00:00,0.288,0.2899,0.2801,0.2839,0,0,0
2018-04-24 00:00:00,0.284,0.32,0.2834,0.317,0,0,0
2018-04-25 00:00:00,0.317,0.3186,0.2573,0.2835,0,0,0
2018-04-26 00:00:00,0.2835,0.288,0.255,0.2875,0,0,0
2018-04-27 00:00:00,0.288,0.3064,0.2814,0.286,0,0,0
2018-04-28 00:00:00,0.286,0.365,0.2817,0.3429,0,0,0
2018-04-29 00:00:00,0.3422,0.3866,0.341,0.3662,0,0,0
2018-04-30 00:00:00,0.3662,0.367,0.3328,0.3434,0,0,0
2018-05-01 00:00:00,0.3434,0.3595,0.3187,0.3569,0,0,0
2018-05-02 00:00:00,0.3564,0.3743,0.345,0.3695,0,0,0
2018-05-03 00:00:00,0.3695,0.3885,0.364,0.3749,0,0,0
2018-05-04 00:00:00,0.3749,0.3749,0.3465,0.3611,0,0,0
2018-05-05 00:00:00,0.3611,0.3744,0.3572,0.3631,0,0,0
2018-05-06 00:00:00,0.3631,0.3666,0.3354,0.3424,0,0,0
2018-05-07 00:00:00,0.3424,0.3474,0.291,0.335,0,0,0
2018-05-08 00:00:00,0.3358,0.3456,0.3163,0.3221,0,0,0
2018-05-09 00:00:00,0.3219,0.3286,0.298,0.3193,0,0,0
2018-05-10 00:00:00,0.3194,0.3221,0.2999,0.3032,0,0,0
2018-05-11 00:00:00,0.3027,0.3061,0.2488,0.2565,0,0,0
2018-05-12 00:00:00,0.2566,0.279,0.234,0.26,0,0,0
2018-05-13 00:00:00,0.2599,0.285,0.2556,0.2806,0,0,0
2018-05-14 00:00:00,0.2811,0.283,0.2512,0.2741,0,0,0
2018-05-15 00:00:00,0.2741,0.275,0.255,0.2596,0,0,0
2018-05-16 00:00:00,0.2603,0.2611,0.237,0.2435,0,0,0
2018-05-17 00:00:00,0.2435,0.2606,0.2425,0.2445,0,0,0
2018-05-18 00:00:00,0.2445,0.2453,0.2304,0.2429,0,0,0
2018-05-19 00:00:00,0.2429,0.2475,0.2358,0.243,0,0,0
2018-05-20 00:00:00,0.243,0.2601,0.2384,0.257,0,0,0
2018-05-21 00:00:00,0.257,0.26,0.243,0.2474,0,0,0
2018-05-22 00:00:00,0.2474,0.2482,0.2304,0.2307,0,0,0
2018-05-23 00:00:00,0.2304,0.2308,0.1927,0.2035,0,0,0
2018-05-24 00:00:00,0.2035,0.2104,0.1886,0.2035,0,0,0
2018-05-25 00:00:00,0.2033,0.21,0.1943,0.1979,0,0,0
2018-05-26 00:00:00,0.1978,0.204,0.1935,0.2013,0,0,0
2018-05-27 00:00:00,0.2013,0.2035,0.1901,0.1906,0,0,0
2018-05-28 00:00:00,0.1905,0.194,0.176,0.1799,0,0,0
2018-05-29 00:00:00,0.1795,0.209,0.1705,0.2065,0,0,0
2018-05-30 00:00:00,0.2068,0.2168,0.1969,0.2046,0,0,0
2018-05-31 00:00:00,0.2044,0.2288,0.2032,0.2244,0,0,0
2018-06-01 00:00:00,0.2241,0.2285,0.2135,0.2153,0,0,0
2018-06-02 00:00:00,0.2151,0.229,0.2149,0.225,0,0,0
2018-06-03 00:00:00,0.2249,0.2368,0.2226,0.2286,0,0,0
2018-06-04 00:00:00,0.2286,0.2303,0.2088,0.2143,0,0,0
2018-06-05 00:00:00,0.2143,0.2216,0.2022,0.2194,0,0,0
2018-06-06 00:00:00,0.2197,0.22,0.208,0.214,0,0,0
2018-06-07 00:00:00,0.2137,0.2187,0.208,0.21,0,0,0
2018-06-08 00:00:00,0.21,0.2108,0.2003,0.2059,0,0,0
2018-06-09 00:00:00,0.2059,0.21,0.2015,0.2031,0,0,0
2018-06-10 00:00:00,0.2034,0.2036,0.1751,0.1753,0,0,0
2018-06-11 00:00:00,0.1754,0.1779,0.1641,0.1697,0,0,0
2018-06-12 00:00:00,0.17,0.1813,0.16,0.1623,0,0,0
2018-06-13 00:00:00,0.1623,0.1661,0.145,0.1535,0,0,0
2018-06-14 00:00:00,0.1535,0.177,0.1529,0.1722,0,0,0
2018-06-15 00:00:00,0.1722,0.175,0.16,0.1643,0,0,0
2018-06-16 00:00:00,0.1641,0.1646,0.1576,0.1624,0,0,0
2018-06-17 00:00:00,0.1624,0.1644,0.16,0.162,0,0,0
2018-06-18 00:00:00,0.162,0.1681,0.1554,0.166,0,0,0
2018-06-19 00:00:00,0.1661,0.1715,0.1612,0.163,0,0,0
2018-06-20 00:00:00,0.163,0.1677,0.1568,0.1617,0,0,0
2018-06-21 00:00:00,0.1617,0.1637,0.1571,0.1579,0,0,0
2018-06-22 00:00:00,0.158,0.1589,0.136,0.1372,0,0,0
2018-06-23 00:00:00,0.1373,0.1419,0.1334,0.1372,0,0,0
2018-06-24 00:00:00,0.1372,0.14,0.1191,0.1329,0,0,0
2018-06-25 00:00:00,0.1328,0.1389,0.1262,0.1352,0,0,0
2018-06-26 00:00:00,0.1349,0.1365,0.128,0.1298,0,0,0
2018-06-27 00:00:00,0.1301,0.1316,0.1227,0.1269,0,0,0
2018-06-28 00:00:00,0.1266,0.1289,0.1236,0.1243,0,0,0
2018-06-29 00:00:00,0.1245,0.1247,0.1136,0.1182,0,0,0
2018-06-30 00:00:00,0.1182,0.1381,0.1182,0.1348,0,0,0
2018-07-01 00:00:00,0.1348,0.1453,0.133,0.1418,0,0,0
2018-07-02 00:00:00,0.1418,0.1621,0.1376,0.1561,0,0,0
2018-07-03 00:00:00,0.1561,0.1606,0.1497,0.1558,0,0,0
2018-07-04 00:00:00,0.1555,0.16,0.1459,0.1552,0,0,0
2018-07-05 00:00:00,0.1552,0.156,0.143,0.1449,0,0,0
2018-07-06 00:00:00,0.145,0.1483,0.138,0.1443,0,0,0
2018-07-07 00:00:00,0.1445,0.1459,0.137,0.1375,0,0,0
2018-07-08 00:00:00,0.1375,0.15,0.1372,0.1463,0,0,0
2018-07-09 00:00:00,0.1463,0.1476,0.1406,0.1415,0,0,0
2018-07-10 00:00:00,0.1415,0.1449,0.1271,0.1316,0,0,0
2018-07-11 00:00:00,0.1316,0.1337,0.1247,0.1291,0,0,0
2018-07-12 00:00:00,0.1294,0.1315,0.1232,0.1252,0,0,0
2018-07-13 00:00:00,0.1252,0.1435,0.122,0.1421,0,0,0
2018-07-14 00:00:00,0.1427,0.1433,0.133,0.1388,0,0,0
2018-07-15 00:00:00,0.1388,0.1459,0.1346,0.1446,0,0,0
2018-07-16 00:00:00,0.1445,0.1565,0.1404,0.1548,0,0,0
2018-07-17 00:00:00,0.1548,0.1735,0.15,0.1727,0,0,0
2018-07-18 00:00:00,0.1725,0.197,0.1681,0.1823,0,0,0
2018-07-19 00:00:00,0.1824,0.1922,0.1715,0.1805,0,0,0
2018-07-20 00:00:00,0.1803,0.187,0.1626,0.1643,0,0,0
2018-07-21 00:00:00,0.1645,0.17,0.1539,0.1673,0,0,0
2018-07-22 00:00:00,0.1674,0.1792,0.1616,0.1767,0,0,0
2018-07-23 00:00:00,0.1767,0.1806,0.165,0.1679,0,0,0
2018-07-24 00:00:00,0.1677,0.1787,0.16,0.1728,0,0,0
2018-07-25 00:00:00,0.1728,0.1773,0.1664,0.1728,0,0,0
2018-07-26 00:00:00,0.1728,0.1755,0.1682,0.169,0,0,0
2018-07-27 00:00:00,0.1689,0.169,0.1551,0.1664,0,0,0
2018-07-28 00:00:00,0.1665,0.1693,0.1591,0.1617,0,0,0
2018-07-29 00:00:00,0.1618,0.1656,0.1595,0.1625,0,0,0
2018-07-30 00:00:00,0.1625,0.1644,0.1471,0.1541,0,0,0
2018-07-31 00:00:00,0.1541,0.1548,0.139,0.1411,0,0,0
2018-08-01 00:00:00,0.1412,0.1447,0.135,0.1368,0,0,0
2018-08-02 00:00:00,0.1368,0.1415,0.1285,0.1294,0,0,0
2018-08-03 00:00:00,0.1296,0.1348,0.1229,0.1289,0,0,0
2018-08-04 00:00:00,0.1289,0.1336,0.1235,0.1255,0,0,0
2018-08-05 00:00:00,0.1252,0.1313,0.1244,0.1309,0,0,0
2018-08-06 00:00:00,0.1309,0.1362,0.1265,0.1291,0,0,0
2018-08-07 00:00:00,0.1291,0.1323,0.1254,0.126,0,0,0
2018-08-08 00:00:00,0.1259,0.126,0.1085,0.1139,0,0,0
2018-08-09 00:00:00,0.1139,0.1251,0.1108,0.1239,0,0,0
2018-08-10 00:00:00,0.1239,0.1264,0.1148,0.1156,0,0,0
2018-08-11 00:00:00,0.1157,0.1172,0.1071,0.1138,0,0,0
2018-08-12 00:00:00,0.1136,0.1146,0.1086,0.1121,0,0,0
2018-08-13 00:00:00,0.1121,0.1142,0.103,0.1051,0,0,0
2018-08-14 00:00:00,0.105,0.1051,0.084,0.0904,0,0,0
2018-08-15 00:00:00,0.0905,0.1013,0.0897,0.0957,0,0,0
2018-08-16 00:00:00,0.0957,0.0982,0.0914,0.0936,0,0,0
2018-08-17 00:00:00,0.0931,0.1061,0.0925,0.1033,0,0,0
2018-08-18 00:00:00,0.1034,0.1124,0.0951,0.0991,0,0,0
2018-08-19 00:00:00,0.0992,0.1036,0.0963,0.103,0,0,0
2018-08-20 00:00:00,0.103,0.1032,0.0957,0.0972,0,0,0
2018-08-21 00:00:00,0.0971,0.0974,0.09,0.0936,0,0,0
2018-08-22 00:00:00,0.0938,0.1008,0.0883,0.0886,0,0,0
2018-08-23 00:00:00,0.0886,0.0924,0.0868,0.0909,0,0,0
2018-08-24 00:00:00,0.0908,0.0942,0.0903,0.0929,0,0,0
2018-08-25 00:00:00,0.0929,0.0945,0.0918,0.0942,0,0,0
2018-08-26 00:00:00,0.0942,0.095,0.0905,0.0921,0,0,0
2018-08-27 00:00:00,0.0921,0.0987,0.092,0.0971,0,0,0
2018-08-28 00:00:00,0.097,0.1075,0.0964,0.1049,0,0,0
2018-08-29 00:00:00,0.1049,0.1092,0.1012,0.1056,0,0,0
2018-08-30 00:00:00,0.1057,0.1084,0.0966,0.0996,0,0,0
2018-08-31 00:00:00,0.0997,0.1034,0.0985,0.1023,0,0,0
2018-09-01 00:00:00,0.1024,0.1103,0.1011,0.1079,0,0,0
2018-09-02 00:00:00,0.1078,0.1087,0.102,0.1043,0,0,0
2018-09-03 00:00:00,0.1043,0.1055,0.1021,0.1044,0,0,0
2018-09-04 00:00:00,0.1045,0.1071,0.1032,0.1061,0,0,0
2018-09-05 00:00:00,0.1061,0.1066,0.0875,0.0912,0,0,0
2018-09-06 00:00:00,0.0911,0.0919,0.0808,0.0862,0,0,0
2018-09-07 00:00:00,0.0862,0.0895,0.0813,0.0838,0,0,0
2018-09-08 00:00:00,0.0838,0.0844,0.077,0.0774,0,0,0
2018-09-09 00:00:00,0.0774,0.081,0.0736,0.0794,0,0,0
2018-09-10 00:00:00,0.0794,0.0796,0.0666,0.074,0,0,0
2018-09-11 00:00:00,0.074,0.0747,0.0658,0.0685,0,0,0
2018-09-12 00:00:00,0.0684,0.0704,0.0609,0.0644,0,0,0
2018-09-13 00:00:00,0.0644,0.0718,0.0636,0.0684,0,0,0
2018-09-14 00:00:00,0.0684,0.0709,0.0654,0.0695,0,0,0
2018-09-15 00:00:00,0.0695,0.0707,0.0673,0.0697,0,0,0
2018-09-16 00:00:00,0.0697,0.07,0.0657,0.0695,0,0,0
2018-09-17 00:00:00,0.0695,0.0703,0.0627,0.0629,0,0,0
2018-09-18 00:00:00,0.0629,0.0701,0.0619,0.0681,0,0,0
2018-09-19 00:00:00,0.0681,0.0744,0.0662,0.0728,0,0,0
2018-09-20 00:00:00,0.0727,0.0765,0.0709,0.0739,0,0,0
2018-09-21 00:00:00,0.0739,0.0904,0.0735,0.0852,0,0,0
2018-09-22 00:00:00,0.0854,0.0891,0.0792,0.0836,0,0,0
2018-09-23 00:00:00,0.0836,0.0939,0.0826,0.0894,0,0,0
2018-09-24 00:00:00,0.0894,0.092,0.082,0.0855,0,0,0
2018-09-25 00:00:00,0.0855,0.0855,0.0742,0.0785,0,0,0
2018-09-26 00:00:00,0.0785,0.0832,0.0765,0.0815,0,0,0
2018-09-27 00:00:00,0.0814,0.089,0.0776,0.087,0,0,0
2018-09-28 00:00:00,0.087,0.0885,0.081,0.0845,0,0,0
2018-09-29 00:00:00,0.0847,0.0868,0.081,0.0849,0,0,0
2018-09-30 00:00:00,0.0848,0.0874,0.0825,0.084,0,0,0
2018-10-01 00:00:00,0.084,0.087,0.082,0.0838,0,0,0
2018-10-02 00:00:00,0.0838,0.0851,0.0815,0.0837,0,0,0
2018-10-03 00:00:00,0.0837,0.0838,0.0782,0.0802,0,0,0
2018-10-04 00:00:00,0.0802,0.0832,0.0797,0.0821,0,0,0
2018-10-05 00:00:00,0.0821,0.0826,0.0803,0.0824,0,0,0
2018-10-06 00:00:00,0.0824,0.0845,0.0808,0.0815,0,0,0
2018-10-07 00:00:00,0.0816,0.0843,0.0803,0.0836,0,0,0
2018-10-08 00:00:00,0.0835,0.0889,0.0833,0.0868,0,0,0
2018-10-09 00:00:00,0.0868,0.0881,0.0848,0.0869,0,0,0
2018-10-10 00:00:00,0.0869,0.0871,0.0836,0.0853,0,0,0
2018-10-11 00:00:00,0.0853,0.0856,0.0724,0.0753,0,0,0
2018-10-12 00:00:00,0.0752,0.0766,0.0692,0.0743,0,0,0
2018-10-13 00:00:00,0.0743,0.0755,0.0726,0.0731,0,0,0
