match_clusters_with_multi_lines,line_pairs_tested,gross_line_violations,gross_violation_rate_pct,mean_gross_inversion_pp,net_executable_violations,net_violation_rate_pct,mean_net_edge_cents
50,1682,479,28.48,9.52,376,22.35,9.69
